Summary Stats_DPR,Summary Stats_KPR,Detailed Stats_Deaths / round,Role Stats_Firepower_Score,Role Stats_Opening_Win% after opening kill,Role Stats_Clutching_Score,Detailed Stats_Damage / Round,Detailed Stats_Headshot %,Role Stats_Opening_Opening deaths per round,Role Stats_Entrying_Support rounds,Basic Info_Team Name,Role Stats_Sniping_Rounds with sniper kills percentage,Detailed Stats_Assists / round,Role Stats_Sniping_Sniper kills per round,URL,Role Stats_Opening_Opening kills per round,Role Stats_Sniping_Sniper multi-kill rounds,Detailed Stats_Kills / round,Detailed Stats_Rating 1.0,Role Stats_Firepower_Rating 2.0,Role Stats_Opening_Opening success,Detailed Stats_Total kills,Role Stats_Firepower_Rounds with a kill,Detailed Stats_Rating 2.0,Role Stats_Firepower_Rounds with a multi-kill,Detailed Stats_Total deaths,Role Stats_Entrying_Score,Role Stats_Clutching_Clutch points per round,Basic Info_Age,Role Stats_Trading_Trade kills percentage,Role Stats_Clutching_Saves per round loss,Role Stats_Entrying_Saved by teammate per round,Role Stats_Trading_Score,Role Stats_Utility_Utility kills per 100 rounds,Summary Stats_Impact,Role Stats_Entrying_Opening deaths traded percentage,Role Stats_Utility_Flashes thrown per round,Summary Stats_KAST,Role Stats_Firepower_Kills per round,Role Stats_Trading_Assisted kills percentage,Detailed Stats_Saved by teammate / round,Role Stats_Entrying_Traded deaths per round,Role Stats_Entrying_Assists per round,Role Stats_Trading_Trade kills per round,Role Stats_Trading_Damage per kill,Role Stats_Utility_Flash assists per round,Role Stats_Utility_Time opponent flashed per round,Summary Stats_Rating 1.0,Basic Info_Real Name,Summary Stats_ADR,Role Stats_Clutching_1on1 win percentage,Role Stats_Utility_Utility damage per round,Role Stats_Firepower_Pistol round rating,Detailed Stats_Saved teammates / round,Role Stats_Firepower_Damage per round,Detailed Stats_K/D Ratio,Role Stats_Sniping_Sniper kills percentage,Role Stats_Firepower_Kills per round win,Role Stats_Opening_Attacks per round,Role Stats_Firepower_Damage per round win,Role Stats_Sniping_Score,Basic Info_Player Name,Role Stats_Opening_Opening attempts,Role Stats_Utility_Score,Role Stats_Clutching_Time alive per round,Detailed Stats_Rounds played,Role Stats_Sniping_Sniper opening kills per round,Detailed Stats_Grenade dmg / Round,Role Stats_Clutching_Last alive percentage,Detailed Stats_Maps played,Role Stats_Trading_Saved teammate per round,Summary Stats_Rating 2.0,Role Stats_Opening_Score,Role Stats_Entrying_Traded deaths percentage
0.65,0.62,0.65,38/100,74.9%,35/100,72.5,40.0%,0.13,17.6%,Natus Vincere,0.7%,0.17,0.01,https://www.hltv.org/stats/players/9816/aleksib,0.09,0.001,0.62,0.94,-,39.7%,21640,40.3%,,12.6%,22665,64/100,0.01,27 years,23.0%,1.5%,0.13,31/100,1.39,0.98,29.4%,0.94,71.1%,0.56,18.3%,0.11,0.17,0.14,0.12,117,0.07,2.24,0.94,Aleksi Virolainen,72.5,67.4%,5.77,-,0.09,66.2,0.95,1.5%,0.77,2.71,86.0,3/100,Aleksib,22.8%,92/100,1m 8s,34771,0.0009,8.2,9.6%,1333,0.11,,46/100,23.8%
0.70,0.65,0.70,51/100,73.4%,34/100,74.0,57.2%,0.13,13.9%,RUSH B,0.3%,0.14,0.00,https://www.hltv.org/stats/players/3459/kinqie,0.10,0.0006,0.65,0.94,-,42.7%,12817,42.8%,,14.2%,13815,61/100,0.01,32 years,20.9%,0.9%,0.13,27/100,0.61,1.03,27.5%,0.67,68.7%,0.61,17.4%,0.11,0.16,0.12,0.12,110,0.04,2.30,0.94,Semyon Lisitsyn,74.0,74.3%,3.15,-,0.09,68.5,0.93,0.5%,0.88,2.32,91.7,0/100,kinqie,23.5%,58/100,1m 3s,19613,0.0001,4.7,7.5%,755,0.10,,58/100,22.0%
0.68,0.64,0.68,48/100,74.2%,36/100,75.0,43.6%,0.15,16.4%,Nemiga,1.9%,0.16,0.03,https://www.hltv.org/stats/players/13976/box,0.11,0.006,0.64,,1.00,43.0%,25352,41.7%,1.04,13.4%,27002,47/100,0.01,29 years,21.4%,2.1%,0.12,19/100,0.92,1.10,25.9%,0.90,69.1%,0.58,17.7%,0.10,0.16,0.13,0.12,116,0.06,2.54,,Anton Burko,75.0,67.7%,4.47,0.90,0.08,68.4,0.94,4.4%,0.82,2.62,90.1,9/100,boX,26.5%,84/100,1m 2s,39456,0.004,6.0,11.0%,1473,0.10,1.04,82/100,22.0%
0.69,0.65,0.69,44/100,72.5%,48/100,72.0,51.3%,0.09,14.8%,No team,0.3%,0.12,0.00,https://www.hltv.org/stats/players/13569/valencio,0.07,0.0008,0.65,,0.96,44.3%,9659,42.7%,0.99,13.8%,10334,35/100,0.02,25 years,24.2%,1.8%,0.10,30/100,0.59,0.94,24.6%,0.51,68.9%,0.60,17.1%,0.09,0.14,0.10,0.14,110,0.02,1.97,,Vojtěch Mydlář,72.0,65.0%,2.32,1.11,0.09,67.2,0.93,0.6%,0.84,2.30,87.3,0/100,Valencio,17.9%,37/100,1m 5s,14917,0.0003,3.9,11.0%,568,0.11,0.99,36/100,19.4%
0.66,0.63,0.66,41/100,73.5%,36/100,72.0,42.5%,0.10,14.0%,No team,0.3%,0.15,0.00,https://www.hltv.org/stats/players/1889/lomme,0.07,0.0007,0.63,0.94,-,41.3%,10221,42.1%,,13.5%,10753,21/100,0.02,30 years,17.9%,1.7%,0.09,15/100,0.37,0.92,24.0%,0.94,70.6%,0.59,12.2%,0.10,0.12,0.13,0.10,85,0.05,1.85,0.94,Frederik Nielsen,72.0,63.0%,2.86,-,0.09,67.2,0.95,0.8%,0.80,2.05,65.0,0/100,LOMME,17.1%,65/100,0m 49s,16172,0.0002,4.5,8.7%,623,0.08,,28/100,16.8%
0.70,0.65,0.70,51/100,74.0%,38/100,74.8,50.6%,0.14,14.9%,Apogee,0.3%,0.16,0.00,https://www.hltv.org/stats/players/18979/prism,0.09,0.0004,0.65,,1.00,40.3%,9607,42.8%,1.02,14.2%,10323,64/100,0.01,26 years,23.3%,1.9%,0.13,41/100,0.66,1.02,28.3%,0.74,69.8%,0.61,10.9%,0.11,0.17,0.14,0.14,115,0.03,2.03,,Wojciech Zięba,74.8,68.9%,4.28,1.11,0.10,70.6,0.93,0.5%,0.88,2.64,96.2,0/100,Prism,23.7%,71/100,1m 1s,14692,0.0001,5.7,8.1%,567,0.12,1.02,51/100,22.7%
0.65,0.62,0.65,42/100,73.8%,31/100,74.8,41.5%,0.09,8.0%,No team,1.0%,0.15,0.01,https://www.hltv.org/stats/players/7166/ex6tenz,0.07,0.002,0.62,0.94,-,44.4%,22665,41.1%,,12.7%,23729,8/100,0.01,34 years,11.1%,1.9%,0.05,7/100,0.35,1.01,16.3%,0.60,69.3%,0.57,18.0%,0.09,0.07,0.13,0.06,57,0.02,1.52,0.94,Kévin Droolans,74.8,64.2%,2.74,-,0.08,69.2,0.96,2.5%,0.79,1.20,42.9,5/100,Ex6TenZ,18.0%,41/100,0m 28s,36352,0.0009,4.0,5.8%,1393,0.05,,39/100,10.3%
0.69,0.66,0.69,49/100,75.0%,36/100,73.0,41.8%,0.08,7.6%,No team,1.4%,0.13,0.01,https://www.hltv.org/stats/players/7405/ub1que,0.07,0.003,0.66,0.94,-,44.7%,8319,44.2%,,15.1%,8815,10/100,0.02,32 years,15.1%,1.3%,0.06,13/100,0.43,0.94,17.2%,0.32,68.7%,0.63,19.4%,0.09,0.08,0.11,0.09,65,0.006,0.44,0.94,Alexey Polivanov,73.0,66.7%,1.86,-,0.09,70.9,0.94,2.1%,0.88,1.49,56.7,2/100,ub1que,15.9%,14/100,0m 35s,12691,0.003,3.1,8.5%,491,0.06,,23/100,11.1%
0.68,0.64,0.68,41/100,77.2%,38/100,71.8,46.0%,0.10,14.6%,Falcons,2.4%,0.14,0.03,https://www.hltv.org/stats/players/922/snappi,0.07,0.005,0.64,0.94,-,42.6%,32082,41.8%,,13.2%,33980,30/100,0.02,34 years,22.6%,1.7%,0.11,17/100,0.58,0.95,30.5%,0.76,69.2%,0.58,3.6%,0.09,0.15,0.12,0.13,104,0.05,1.95,0.94,Marco Pfeiffer,71.8,65.0%,3.16,-,0.08,65.7,0.94,4.6%,0.80,2.30,79.8,9/100,Snappi,18.2%,51/100,0m 56s,50194,0.005,4.7,11.8%,1924,0.10,,42/100,20.0%
0.68,0.64,0.68,35/100,72.7%,34/100,67.1,51.3%,0.11,10.0%,G2,0.2%,0.13,0.00,https://www.hltv.org/stats/players/161/taz,0.07,0.0007,0.64,0.94,-,39.3%,40358,41.3%,,13.1%,42807,20/100,0.02,38 years,15.5%,0.9%,0.08,10/100,0.33,0.87,21.2%,0.63,68.4%,0.58,3.7%,0.11,0.11,0.11,0.09,66,0.02,1.79,0.94,Wiktor Wojtas,67.1,69.6%,2.08,-,0.09,61.5,0.94,0.7%,0.82,1.41,51.2,0/100,TaZ,18.2%,32/100,0m 37s,62983,0.0,2.5,6.9%,2390,0.07,,32/100,14.5%
0.68,0.64,0.68,45/100,73.3%,46/100,73.9,53.6%,0.14,16.6%,Insilio,0.3%,0.18,0.00,https://www.hltv.org/stats/players/20197/faydett,0.09,0.0003,0.64,,0.98,40.4%,7880,41.9%,1.03,13.4%,8389,60/100,0.02,25 years,23.2%,1.8%,0.12,35/100,0.69,1.02,28.7%,0.78,70.8%,0.59,8.3%,0.11,0.16,0.15,0.13,114,0.03,2.10,,Yuri Martirosov,73.9,79.2%,3.68,1.08,0.10,68.0,0.94,0.7%,0.83,2.44,90.4,0/100,faydett,23.9%,68/100,1m 2s,12298,0.0003,5.4,10.0%,504,0.11,1.03,54/100,21.7%
0.69,0.64,0.69,45/100,74.5%,53/100,72.6,44.0%,0.09,14.2%,Antic,0.5%,0.14,0.01,https://www.hltv.org/stats/players/11492/noisia,0.06,0.001,0.64,,0.96,40.8%,10139,43.0%,0.99,14.0%,10804,37/100,0.02,28 years,21.9%,1.4%,0.11,26/100,0.63,0.93,26.8%,0.84,68.9%,0.60,18.1%,0.09,0.15,0.11,0.13,112,0.04,1.95,,Alec Gulabovski,72.6,70.7%,2.57,0.89,0.08,68.1,0.94,1.1%,0.86,2.51,90.7,2/100,Noisia,16.8%,69/100,1m 10s,15732,0.0004,4.8,13.9%,608,0.10,0.99,25/100,20.1%
0.65,0.62,0.65,32/100,73.5%,51/100,68.9,54.7%,0.07,18.4%,Case,0.2%,0.14,0.00,https://www.hltv.org/stats/players/16954/yepz,0.06,0.0007,0.62,,0.99,45.4%,11220,42.5%,0.99,13.7%,11749,51/100,0.02,27 years,26.4%,3.0%,0.13,55/100,0.60,0.89,28.7%,0.64,71.1%,0.59,21.1%,0.11,0.15,0.12,0.15,109,0.04,2.13,,Yan Pedretti,68.9,66.7%,2.38,1.04,0.11,65.7,0.95,0.4%,0.82,2.34,84.2,0/100,yepz,14.4%,48/100,1m 8s,18001,0.0003,4.1,11.5%,735,0.13,0.99,23/100,21.6%
0.67,0.63,0.67,38/100,73.3%,45/100,71.0,55.3%,0.10,17.3%,Sampi,0.5%,0.15,0.01,https://www.hltv.org/stats/players/21299/savana1,0.07,0.001,0.63,,0.99,43.6%,11213,42.8%,1.00,13.9%,11925,34/100,0.01,21 years,24.3%,2.1%,0.11,34/100,0.74,0.95,24.1%,0.59,69.9%,0.60,20.0%,0.10,0.14,0.13,0.14,112,0.04,1.92,,Lukáš Lintner,71.0,57.8%,4.13,0.95,0.10,68.1,0.94,1.1%,0.83,2.47,88.2,1/100,sAvana1,18.1%,53/100,1m 8s,17799,0.0001,4.7,12.8%,720,0.12,1.00,36/100,19.2%
0.70,0.65,0.70,45/100,76.4%,36/100,72.6,44.7%,0.12,14.7%,Heimo,0.3%,0.14,0.00,https://www.hltv.org/stats/players/9325/arvid,0.09,0.0005,0.65,0.94,-,43.5%,17163,42.5%,,14.4%,18494,55/100,0.01,27 years,23.5%,0.8%,0.12,35/100,0.68,1.00,27.2%,0.89,68.6%,0.61,14.7%,0.10,0.17,0.12,0.14,113,0.05,2.41,0.94,Tony Niemelä,72.6,73.1%,3.17,-,0.10,69.7,0.93,0.5%,0.89,2.63,94.5,0/100,arvid,22.9%,69/100,1m 4s,26589,0.0,4.4,9.4%,994,0.12,,50/100,22.6%
0.64,0.61,0.64,28/100,76.3%,51/100,68.4,45.3%,0.08,17.1%,No team,1.7%,0.13,0.02,https://www.hltv.org/stats/players/9857/ngin,0.06,0.004,0.61,0.94,-,42.4%,16499,41.9%,,13.2%,17247,31/100,0.02,31 years,25.0%,1.4%,0.11,33/100,0.67,0.88,29.2%,0.83,69.7%,0.58,18.8%,0.09,0.14,0.12,0.14,108,0.05,1.99,0.94,Engin Kor,68.4,65.9%,3.03,-,0.09,66.0,0.96,3.8%,0.81,2.38,82.2,5/100,ngiN,15.1%,59/100,-23m -57s,26895,0.003,4.1,11.9%,1025,0.10,,22/100,20.6%
0.67,0.63,0.67,40/100,74.8%,36/100,72.2,50.8%,0.12,15.7%,Quixal,0.1%,0.14,0.00,https://www.hltv.org/stats/players/16410/duplicate,0.08,0.0003,0.63,,0.99,39.5%,16712,41.9%,1.01,13.6%,17836,65/100,0.01,23 years,24.2%,1.2%,0.13,37/100,0.84,0.94,33.0%,0.62,70.4%,0.59,12.4%,0.10,0.18,0.12,0.14,114,0.04,2.65,,Viktor Mitev,72.2,67.0%,4.06,0.97,0.10,68.6,0.94,0.3%,0.82,2.42,89.1,0/100,Duplicate,20.5%,74/100,0m 59s,26598,0.0001,6.4,8.5%,1000,0.11,1.01,31/100,24.4%
0.67,0.63,0.67,38/100,72.1%,58/100,71.0,51.3%,0.09,17.0%,RG,0.9%,0.13,0.01,https://www.hltv.org/stats/players/8598/marek,0.06,0.003,0.63,0.94,-,41.9%,8220,41.2%,,13.6%,8787,42/100,0.02,31 years,27.5%,1.2%,0.12,47/100,0.47,0.93,28.0%,1.08,69.8%,0.58,18.2%,0.10,0.15,0.11,0.16,111,0.07,2.20,0.94,Tzu-Chi Huang,71.0,70.4%,2.42,-,0.10,66.4,0.94,2.1%,0.79,2.39,82.3,5/100,Marek,16.0%,66/100,1m 7s,13045,0.001,3.8,12.9%,498,0.11,,30/100,20.9%
0.70,0.65,0.70,41/100,70.6%,30/100,69.4,46.6%,0.12,9.0%,No team,0.4%,0.13,0.00,https://www.hltv.org/stats/players/8320/repo,0.07,0.0008,0.65,0.94,-,39.5%,8647,42.8%,,14.3%,9304,13/100,0.01,27 years,14.7%,1.5%,0.08,8/100,0.30,0.93,22.0%,0.43,67.5%,0.61,9.3%,0.10,0.10,0.11,0.09,67,0.006,0.50,0.94,Karol Cybulski,69.4,56.1%,2.32,-,0.09,63.5,0.93,1.0%,0.87,1.47,54.1,2/100,repo,20.2%,24/100,0m 45s,13254,0.0003,3.8,8.0%,505,0.07,,42/100,13.8%
0.66,0.62,0.66,36/100,75.9%,59/100,71.4,49.9%,0.09,16.1%,Permitta,0.5%,0.14,0.01,https://www.hltv.org/stats/players/15697/sidney,0.07,0.001,0.62,,0.95,43.5%,10173,41.3%,0.99,13.2%,10798,33/100,0.02,26 years,23.1%,2.4%,0.11,30/100,1.07,0.94,22.7%,0.85,69.2%,0.58,8.1%,0.09,0.14,0.12,0.13,113,0.05,2.36,,Patryk Korab,71.4,68.8%,4.80,0.90,0.09,66.4,0.94,1.2%,0.82,2.48,88.3,1/100,Sidney,17.1%,83/100,1m 6s,16394,0.0007,6.8,14.1%,610,0.10,0.99,30/100,19.6%
0.73,0.66,0.73,55/100,71.5%,23/100,74.8,54.9%,0.19,12.3%,Bad News Chickens,0.5%,0.15,0.01,https://www.hltv.org/stats/players/17132/leomonster,0.13,0.0005,0.66,,1.01,41.5%,10327,43.3%,1.02,15.1%,11352,71/100,0.01,21 years,19.3%,1.5%,0.13,20/100,0.45,1.13,26.6%,0.57,67.7%,0.63,16.5%,0.11,0.19,0.13,0.12,113,0.01,2.09,,Leonardo Enrique,74.8,70.9%,4.13,1.05,0.09,71.7,0.91,1.0%,0.93,2.47,100.6,0/100,Leomonster,33.5%,55/100,0m 55s,15651,0.0001,5.8,5.3%,618,0.10,1.02,79/100,23.8%
0.69,0.64,0.69,38/100,69.8%,50/100,70.4,53.2%,0.11,14.4%,No team,0.2%,0.13,0.00,https://www.hltv.org/stats/players/18643/sm1llee,0.07,0.0008,0.64,,0.94,40.2%,8109,41.7%,0.97,13.6%,8756,30/100,0.02,21 years,24.8%,2.0%,0.10,44/100,0.67,0.93,24.5%,0.40,67.8%,0.59,14.5%,0.09,0.14,0.11,0.14,111,0.02,2.23,,Joona Holmström,70.4,83.0%,3.06,1.08,0.09,66.5,0.93,0.6%,0.86,2.28,91.4,0/100,Sm1llee,19.7%,37/100,1m 5s,12715,0.0005,4.8,11.9%,487,0.11,0.97,28/100,18.6%
0.68,0.63,0.68,41/100,70.4%,53/100,72.2,45.5%,0.13,17.3%,No team,2.8%,0.15,0.04,https://www.hltv.org/stats/players/19991/hoax,0.10,0.009,0.63,,1.00,43.7%,7566,41.9%,1.01,14.3%,8154,30/100,0.02,25 years,21.1%,2.7%,0.11,20/100,0.98,1.04,24.9%,0.77,68.8%,0.60,19.2%,0.09,0.14,0.14,0.12,115,0.05,2.16,,Marcos Henrique,72.2,59.6%,4.48,1.04,0.09,69.7,0.93,6.3%,0.84,2.65,92.7,9/100,hoax,23.9%,69/100,1m 4s,11973,0.007,5.2,12.0%,492,0.10,1.01,64/100,19.4%
0.70,0.65,0.70,46/100,77.0%,25/100,72.8,51.7%,0.18,14.8%,BetBoom,0.8%,0.15,0.01,https://www.hltv.org/stats/players/16921/nafany,0.12,0.001,0.65,,0.99,40.4%,21491,41.9%,1.01,13.6%,23271,63/100,0.01,23 years,17.9%,1.3%,0.12,12/100,0.61,1.06,26.4%,0.63,68.8%,0.59,16.0%,0.10,0.17,0.13,0.10,114,0.03,2.16,,Vladislav Gorshkov,72.8,62.6%,3.24,0.87,0.08,68.3,0.92,1.6%,0.82,2.49,89.8,2/100,nafany,30.8%,62/100,1m 3s,33304,0.001,4.8,6.0%,1297,0.08,1.01,72/100,23.2%
0.69,0.64,0.69,31/100,73.2%,36/100,62.6,41.2%,0.11,5.5%,No team,11.2%,0.12,0.05,https://www.hltv.org/stats/players/3631/polly,0.07,0.03,0.64,0.93,-,40.6%,7646,40.4%,,13.1%,8257,6/100,0.02,33 years,7.2%,1.5%,0.03,3/100,0.11,0.88,9.2%,0.23,66.2%,0.57,-1.5%,0.09,0.05,0.11,0.04,34,0.009,1.10,0.93,Pål Kammen,62.6,69.7%,2.11,-,0.07,58.3,0.93,27.3%,0.82,0.59,27.5,60/100,Polly,19.6%,12/100,0m 21s,11987,0.02,2.9,4.2%,461,0.03,,62/100,6.8%
0.70,0.64,0.70,44/100,75.2%,31/100,72.0,48.4%,0.11,11.7%,No team,0.4%,0.14,0.00,https://www.hltv.org/stats/players/8790/hutji,0.09,0.0007,0.64,0.93,-,44.8%,7719,43.2%,,15.2%,8383,28/100,0.01,29 years,21.4%,1.3%,0.11,27/100,0.62,0.96,24.6%,0.47,67.6%,0.62,17.0%,0.10,0.14,0.13,0.13,98,0.01,1.69,0.93,Pavel Lashkov,72.0,69.4%,3.12,-,0.10,70.7,0.92,0.8%,0.92,2.23,86.4,1/100,hutji,21.0%,30/100,0m 51s,12010,0.0003,4.0,7.8%,453,0.10,,36/100,18.7%
0.71,0.65,0.71,46/100,74.9%,31/100,71.5,54.4%,0.11,10.8%,No team,1.0%,0.13,0.01,https://www.hltv.org/stats/players/1064/crisby,0.08,0.002,0.65,0.93,-,44.0%,20610,43.2%,,14.6%,22423,28/100,0.02,32 years,18.7%,0.9%,0.10,18/100,0.41,0.98,23.9%,0.58,67.7%,0.62,10.6%,0.11,0.13,0.11,0.11,83,0.03,1.57,0.93,Christian Schmitt,71.5,64.5%,2.20,-,0.10,69.2,0.92,2.5%,0.87,1.77,69.9,3/100,crisby,19.9%,40/100,0m 48s,31542,0.001,3.4,7.4%,1209,0.09,,42/100,17.9%
0.68,0.63,0.68,39/100,74.6%,54/100,70.8,49.9%,0.11,15.2%,GamerLegion,0.3%,0.14,0.00,https://www.hltv.org/stats/players/16486/ztr,0.07,0.0006,0.63,,0.96,38.9%,14141,41.7%,0.99,14.0%,15202,47/100,0.02,21 years,24.4%,1.9%,0.12,43/100,0.98,0.96,26.1%,0.90,68.6%,0.59,20.5%,0.10,0.15,0.12,0.14,109,0.07,2.31,,Erik Gustafsson,70.8,73.9%,4.34,0.89,0.10,65.5,0.93,0.7%,0.83,2.54,86.5,0/100,ztr,19.2%,85/100,1m 5s,22333,0.0,6.2,12.6%,873,0.12,0.99,34/100,20.8%
0.71,0.65,0.71,46/100,70.0%,30/100,71.8,61.4%,0.14,12.6%,Astralis Talent,0.5%,0.12,0.01,https://www.hltv.org/stats/players/10938/kir,0.09,0.0006,0.65,,0.92,41.3%,14807,41.1%,0.98,13.6%,16205,50/100,0.01,24 years,22.4%,1.0%,0.11,27/100,0.51,1.01,25.9%,0.60,66.9%,0.58,0.1%,0.10,0.16,0.09,0.13,110,0.03,2.05,,Andreas Kirstein,71.8,61.0%,3.13,1.05,0.10,65.1,0.91,1.0%,0.85,2.13,89.6,0/100,kiR,24.1%,49/100,1m 1s,22766,0.0002,4.3,9.8%,869,0.11,0.98,60/100,20.6%
0.67,0.63,0.67,34/100,72.8%,53/100,69.0,48.4%,0.12,15.5%,No team,1.3%,0.12,0.02,https://www.hltv.org/stats/players/11278/toao,0.08,0.004,0.63,,0.96,39.9%,23785,41.2%,0.98,13.6%,25544,38/100,0.02,27 years,24.1%,1.1%,0.11,31/100,0.79,0.94,27.3%,0.92,68.1%,0.58,18.1%,0.09,0.16,0.11,0.14,110,0.06,2.25,,Mateusz Zawistowski,69.0,70.9%,3.21,0.92,0.08,65.0,0.93,2.9%,0.82,2.37,85.2,7/100,TOAO,20.6%,74/100,1m 3s,37991,0.003,4.8,11.3%,1435,0.10,0.98,37/100,21.9%
0.67,0.63,0.67,35/100,72.0%,63/100,70.8,46.2%,0.08,16.7%,VELOX,0.3%,0.14,0.00,https://www.hltv.org/stats/players/10506/tutehen,0.07,0.0007,0.63,0.93,-,44.4%,7581,42.6%,,13.2%,8066,51/100,0.03,31 years,26.7%,1.6%,0.13,52/100,0.96,0.91,30.7%,0.76,69.7%,0.59,12.5%,0.11,0.15,0.13,0.15,111,0.04,1.92,0.93,Matias Canale,70.8,69.5%,3.21,-,0.11,67.1,0.94,0.7%,0.81,2.43,85.1,1/100,tutehen,15.8%,60/100,39m 40s,12023,0.0,4.5,13.1%,467,0.12,,28/100,21.6%
0.68,0.63,0.68,36/100,72.7%,48/100,69.2,48.5%,0.11,15.5%,No team,0.4%,0.12,0.00,https://www.hltv.org/stats/players/18788/dan1,0.07,0.0003,0.63,,0.94,38.8%,8939,41.7%,0.97,13.5%,9644,43/100,0.02,24 years,26.1%,1.4%,0.12,42/100,0.82,0.92,31.8%,0.56,69.1%,0.58,13.0%,0.10,0.16,0.11,0.15,111,0.02,1.80,,Daniel Gligorov,69.2,68.9%,3.27,1.17,0.10,65.5,0.93,0.7%,0.82,2.35,85.4,0/100,dan1,19.3%,53/100,1m 3s,14182,0.0003,4.3,10.4%,540,0.12,0.97,30/100,21.5%
0.70,0.64,0.70,42/100,69.8%,36/100,71.0,43.2%,0.12,13.5%,No team,6.2%,0.13,0.08,https://www.hltv.org/stats/players/8549/exus,0.09,0.01,0.64,0.93,-,43.9%,16886,42.4%,,14.0%,18324,28/100,0.01,26 years,22.1%,1.7%,0.11,24/100,0.60,1.00,24.4%,0.50,67.0%,0.60,18.2%,0.10,0.14,0.12,0.13,103,0.02,2.04,0.93,Konrad Jeńczeń,71.0,77.0%,2.61,-,0.09,66.8,0.92,14.6%,0.86,2.00,83.9,25/100,EXUS,22.2%,33/100,0m 58s,26248,0.01,3.7,10.9%,987,0.11,,58/100,19.1%
0.73,0.66,0.73,55/100,70.9%,26/100,75.1,52.6%,0.14,12.4%,BetBoom,0.4%,0.13,0.01,https://www.hltv.org/stats/players/14161/railway,0.09,0.001,0.66,,0.96,40.1%,10367,42.8%,0.99,13.9%,11426,44/100,0.01,28 years,20.8%,2.1%,0.11,22/100,0.89,1.02,25.8%,0.76,66.6%,0.61,3.1%,0.09,0.16,0.10,0.12,112,0.03,2.06,,Artem Gradovich,75.1,75.4%,3.29,0.91,0.09,69.2,0.91,0.9%,0.92,2.33,97.3,0/100,RAiLWAY,24.9%,67/100,0m 53s,15627,0.0,4.9,8.6%,577,0.10,0.99,58/100,20.8%
0.70,0.64,0.70,46/100,72.9%,36/100,73.4,55.8%,0.12,14.7%,1WIN,0.6%,0.14,0.01,https://www.hltv.org/stats/players/11940/nealan,0.09,0.001,0.64,,0.98,43.1%,22164,42.5%,1.00,13.9%,23950,39/100,0.01,24 years,21.7%,1.4%,0.11,24/100,0.52,0.99,25.5%,0.86,67.9%,0.60,17.3%,0.09,0.15,0.12,0.13,113,0.05,2.23,,Sanzhar Iskhakov,73.4,66.7%,3.48,0.96,0.09,68.2,0.93,1.2%,0.84,2.36,89.5,0/100,neaLaN,21.7%,69/100,1m 6s,34455,0.0006,4.8,10.4%,1309,0.10,1.00,51/100,20.5%
0.68,0.62,0.68,37/100,76.9%,41/100,70.8,49.3%,0.13,16.1%,Complexity,0.8%,0.15,0.01,https://www.hltv.org/stats/players/11630/jt,0.09,0.002,0.62,,0.98,40.7%,22617,41.1%,1.00,13.6%,24489,81/100,0.02,25 years,23.6%,0.9%,0.15,42/100,0.50,0.98,31.4%,1.12,70.3%,0.58,17.8%,0.12,0.18,0.12,0.13,113,0.08,2.39,,Johnny Theodosiou,70.8,68.1%,2.98,0.93,0.11,66.8,0.92,1.8%,0.81,2.45,86.6,3/100,JT,23.0%,77/100,1m 1s,36197,0.001,4.7,11.1%,1417,0.12,1.00,50/100,25.1%
0.67,0.62,0.67,33/100,73.9%,38/100,69.3,55.7%,0.13,16.2%,SINNERS,0.1%,0.14,0.00,https://www.hltv.org/stats/players/11199/beastik,0.09,0.0,0.62,,0.97,40.1%,23233,40.9%,0.99,13.2%,25146,60/100,0.02,26 years,19.1%,2.1%,0.13,11/100,0.50,0.95,32.3%,0.82,69.6%,0.58,9.9%,0.10,0.17,0.12,0.11,111,0.04,2.17,,Sebastian Daňo,69.3,68.1%,2.60,0.99,0.07,64.9,0.92,0.2%,0.82,2.20,86.9,0/100,beastik,23.0%,66/100,1m 5s,37362,0.0,4.4,8.6%,1458,0.08,0.99,42/100,23.5%
0.69,0.64,0.69,49/100,72.9%,33/100,75.6,40.6%,0.12,14.6%,No team,0.2%,0.16,0.00,https://www.hltv.org/stats/players/8231/matty,0.08,0.0004,0.64,0.93,-,39.7%,10526,41.9%,,14.1%,11362,45/100,0.01,28 years,25.6%,1.0%,0.12,48/100,0.97,0.99,27.1%,0.81,68.9%,0.59,18.9%,0.10,0.16,0.14,0.15,111,0.05,1.94,0.93,Mateusz Kołodziejczyk,75.6,69.6%,4.37,-,0.11,69.8,0.93,0.4%,0.87,2.62,89.6,0/100,matty,21.4%,79/100,0m 49s,16381,0.0001,6.0,9.9%,617,0.13,,40/100,21.4%
0.72,0.65,0.72,54/100,73.3%,27/100,75.7,43.0%,0.17,13.3%,Players,0.8%,0.16,0.01,https://www.hltv.org/stats/players/10828/dok,0.12,0.002,0.65,,0.97,40.8%,7780,41.9%,1.01,13.9%,8565,62/100,0.01,28 years,19.9%,1.3%,0.13,22/100,0.43,1.09,27.5%,0.63,67.9%,0.59,4.9%,0.11,0.17,0.14,0.11,116,0.03,1.90,,Michael Marques,75.7,65.0%,2.75,1.00,0.09,69.8,0.91,1.7%,0.88,2.52,96.6,1/100,dok,29.8%,50/100,1m 1s,11905,0.002,4.7,8.6%,458,0.09,1.01,75/100,22.2%
